age,job,marital,education,month,duration
36,technician,married,professional.course,jun,183
45,technician,married,university.degree,jun,142
42,services,married,high.school,jun,678
43,services,single,unknown,jun,86
42,blue-collar,married,unknown,jun,96
36,admin.,married,professional.course,jun,211
42,blue-collar,divorced,basic.9y,jun,201
48,admin.,married,professional.course,jun,105
35,admin.,married,university.degree,jun,100
30,blue-collar,single,basic.4y,jun,952
31,admin.,married,university.degree,jun,181
40,technician,married,basic.9y,jun,389
26,admin.,single,high.school,jun,203
47,blue-collar,divorced,basic.4y,jun,450
41,housemaid,married,basic.4y,jun,105
40,services,married,high.school,jun,85
37,blue-collar,married,basic.9y,jun,203
38,blue-collar,married,basic.6y,jun,74
49,blue-collar,married,basic.9y,jun,222
50,blue-collar,divorced,basic.4y,jun,30
37,admin.,married,basic.9y,jun,268
55,admin.,divorced,high.school,jun,148
50,blue-collar,divorced,basic.4y,jun,427
38,admin.,single,university.degree,jun,90
33,entrepreneur,married,high.school,jun,177
41,admin.,single,high.school,jun,328
56,blue-collar,married,basic.4y,jun,133
52,services,married,university.degree,jun,516
51,unemployed,married,high.school,jun,204
32,blue-collar,married,basic.9y,jun,184
33,blue-collar,married,basic.6y,jun,157
49,management,divorced,high.school,jun,319
29,self-employed,married,university.degree,jun,199
35,blue-collar,married,basic.6y,jun,147
25,self-employed,married,professional.course,jun,394
47,blue-collar,married,basic.4y,jun,81
45,blue-collar,married,basic.4y,jun,157
56,admin.,married,high.school,jun,375
43,technician,single,professional.course,jun,184
57,self-employed,married,basic.4y,jun,162
47,blue-collar,married,basic.9y,jun,47
45,entrepreneur,married,basic.6y,jun,215
45,blue-collar,married,basic.9y,jun,230
40,blue-collar,married,basic.4y,jun,105
36,unemployed,single,university.degree,jun,150
41,blue-collar,married,basic.9y,jun,213
45,entrepreneur,married,high.school,jun,126
38,admin.,married,university.degree,jun,70
49,admin.,divorced,university.degree,jun,141
53,blue-collar,married,basic.9y,jun,111
37,blue-collar,single,basic.9y,jun,287
43,services,married,high.school,jun,83
29,admin.,single,university.degree,jun,124
39,technician,married,professional.course,jun,67
34,admin.,single,high.school,jun,104
57,retired,single,high.school,jun,904
30,services,married,unknown,jun,597
28,services,married,high.school,jun,274
35,blue-collar,single,unknown,jun,124
28,technician,single,university.degree,jun,354
46,blue-collar,married,basic.9y,jun,152
31,housemaid,married,basic.4y,jun,328
59,retired,married,professional.course,jun,59
39,blue-collar,married,basic.4y,jun,125
36,technician,married,high.school,jun,158
33,services,single,basic.6y,jun,179
41,technician,married,professional.course,jun,649
40,services,divorced,unknown,jun,26
28,admin.,single,university.degree,jun,203
30,services,married,high.school,jun,138
25,blue-collar,single,basic.4y,jun,107
45,blue-collar,married,basic.9y,jun,409
40,admin.,single,university.degree,jun,48
37,admin.,married,university.degree,jun,83
45,blue-collar,married,basic.4y,jun,199
49,blue-collar,divorced,basic.4y,jun,122
42,blue-collar,married,basic.6y,jun,218
35,admin.,single,high.school,jun,93
50,blue-collar,divorced,basic.4y,jun,222
56,blue-collar,divorced,basic.4y,jun,378
43,blue-collar,married,basic.9y,jun,93
35,management,single,unknown,jun,514
53,unknown,married,high.school,jun,89
30,self-employed,single,university.degree,jun,58
32,entrepreneur,married,high.school,jun,850
32,blue-collar,married,basic.9y,jun,307
40,admin.,married,high.school,jun,89
38,blue-collar,married,basic.6y,jun,71
54,housemaid,divorced,unknown,jun,52
59,technician,married,university.degree,jun,136
45,blue-collar,divorced,basic.9y,jun,542
40,admin.,married,university.degree,jun,265
27,student,single,high.school,jun,84
55,retired,divorced,high.school,jun,410
37,admin.,single,university.degree,jun,93
53,technician,married,unknown,jun,134
56,management,married,university.degree,jun,403
39,admin.,married,university.degree,jun,36
29,services,married,high.school,jun,109
30,student,single,basic.9y,jun,90
31,entrepreneur,married,high.school,jun,305
42,entrepreneur,married,university.degree,jun,135
36,blue-collar,married,basic.6y,jun,614
38,admin.,married,university.degree,jun,781
43,technician,married,professional.course,jun,112
41,blue-collar,married,basic.9y,jun,337
32,admin.,married,high.school,jun,423
44,technician,married,professional.course,jun,171
39,admin.,single,high.school,jun,110
39,admin.,married,university.degree,jun,138
40,technician,married,high.school,jun,126
27,student,single,university.degree,jun,137
56,retired,married,basic.4y,jun,125
51,admin.,single,basic.6y,jun,202
43,technician,single,professional.course,jun,123
48,admin.,married,professional.course,jun,49
39,admin.,divorced,professional.course,jun,106
55,technician,divorced,professional.course,jun,885
44,technician,divorced,professional.course,jun,112
42,blue-collar,married,basic.4y,jun,236
46,blue-collar,married,professional.course,jun,187
35,technician,married,professional.course,jun,108
48,blue-collar,divorced,basic.4y,jun,583
56,entrepreneur,married,unknown,jun,192
36,blue-collar,married,basic.9y,jun,149
28,admin.,single,university.degree,jun,151
42,admin.,married,basic.6y,jun,165
30,admin.,married,high.school,jun,92
36,entrepreneur,married,high.school,jun,91
54,blue-collar,married,basic.6y,jun,2025
53,technician,married,unknown,jun,123
35,services,married,high.school,jun,107
38,admin.,single,basic.9y,jun,406
32,management,single,university.degree,jun,12
45,self-employed,married,professional.course,jun,128
55,blue-collar,married,basic.4y,jun,146
35,housemaid,single,unknown,jun,66
31,blue-collar,married,basic.9y,jun,278
41,services,divorced,basic.9y,jun,753
39,admin.,married,high.school,jun,120
49,technician,divorced,unknown,jun,167
30,admin.,single,university.degree,jun,48
41,services,married,basic.9y,jun,385
40,admin.,married,high.school,jun,97
28,management,single,university.degree,jun,651
47,technician,married,professional.course,jun,223
59,services,married,high.school,jun,309
33,blue-collar,divorced,basic.9y,jun,155
44,blue-collar,married,basic.9y,jun,98
38,technician,married,professional.course,jun,46
38,services,married,high.school,jun,252
45,services,divorced,high.school,jun,691
39,admin.,married,university.degree,jun,93
56,entrepreneur,married,university.degree,jun,315
53,entrepreneur,divorced,unknown,jun,154
35,technician,married,basic.6y,jun,344
38,technician,divorced,professional.course,jun,128
55,self-employed,married,unknown,jun,278
30,technician,married,high.school,jun,436
48,technician,married,unknown,jun,189
32,admin.,single,university.degree,jun,186
50,blue-collar,married,basic.4y,jun,84
32,housemaid,married,high.school,jun,264
43,blue-collar,married,basic.9y,jun,237
38,technician,single,university.degree,jun,72
50,admin.,married,university.degree,jun,77
49,services,married,high.school,jun,128
58,entrepreneur,married,university.degree,jun,43
35,blue-collar,married,basic.6y,jun,64
44,admin.,married,university.degree,jun,351
41,services,married,unknown,jun,139
50,entrepreneur,married,basic.9y,jun,119
54,technician,married,university.degree,jun,394
42,blue-collar,married,basic.6y,jun,174
31,services,married,high.school,jun,62
43,blue-collar,married,basic.4y,jun,349
58,admin.,single,university.degree,jun,100
35,housemaid,married,high.school,jun,56
59,services,divorced,high.school,jun,133
40,blue-collar,married,basic.4y,jun,134
48,admin.,married,basic.9y,jun,113
49,admin.,married,university.degree,jun,185
59,housemaid,married,high.school,jun,331
24,blue-collar,married,basic.9y,jun,167
43,management,married,high.school,jun,30
36,services,married,high.school,jun,77
56,blue-collar,married,basic.4y,jun,136
34,technician,married,professional.course,jun,320
27,admin.,divorced,high.school,jun,138
34,technician,married,professional.course,jun,10
58,services,married,basic.4y,jun,75
39,unemployed,married,university.degree,jun,72
46,technician,married,university.degree,jun,993
40,blue-collar,single,basic.4y,jun,160
49,technician,married,professional.course,jun,138
42,admin.,single,university.degree,jun,122
42,blue-collar,married,basic.6y,jun,919
32,technician,married,basic.9y,jun,52
44,admin.,single,university.degree,jun,80
52,blue-collar,single,basic.4y,jun,558
40,blue-collar,married,basic.4y,jun,124
43,admin.,single,high.school,jun,73
35,blue-collar,married,high.school,jun,992
54,housemaid,married,basic.4y,jun,68
35,services,married,basic.9y,jun,98
34,services,married,high.school,jun,54
22,services,single,basic.4y,jun,58
42,technician,married,professional.course,jun,81
33,management,single,university.degree,jun,118
39,management,married,university.degree,jun,127
47,blue-collar,married,basic.4y,jun,309
56,blue-collar,married,basic.4y,jun,871
49,blue-collar,married,basic.4y,jun,577
39,entrepreneur,married,high.school,jun,582
29,services,married,professional.course,jun,46
55,blue-collar,divorced,basic.4y,jun,270
34,technician,married,professional.course,jun,317
32,technician,married,university.degree,jun,281
46,entrepreneur,married,professional.course,jun,410
31,blue-collar,married,basic.9y,jun,186
54,technician,married,university.degree,jun,322
44,management,divorced,university.degree,jun,37
52,blue-collar,married,basic.9y,jun,283
49,technician,married,professional.course,jun,88
35,technician,divorced,professional.course,jun,312
43,entrepreneur,married,high.school,jun,1141
59,entrepreneur,divorced,high.school,jun,1268
36,services,married,high.school,jun,602
39,services,single,high.school,jun,1178
36,self-employed,divorced,university.degree,jun,130
44,admin.,single,university.degree,jun,541
44,management,married,high.school,jun,226
37,blue-collar,married,basic.4y,jun,640
41,blue-collar,married,basic.4y,jun,340
41,management,married,university.degree,jun,230
52,blue-collar,married,basic.4y,jun,159
45,blue-collar,single,basic.6y,jun,138
30,technician,single,professional.course,jun,773
48,management,married,university.degree,jun,298
43,blue-collar,married,basic.4y,jun,1618
48,blue-collar,married,basic.6y,jun,361
40,blue-collar,married,unknown,jun,100
29,blue-collar,married,high.school,jun,124
50,admin.,married,university.degree,jun,153
49,blue-collar,married,basic.4y,jun,67
44,services,married,high.school,jun,462
49,technician,married,professional.course,jun,320
38,management,single,university.degree,jun,69
39,admin.,married,high.school,jun,71
43,blue-collar,divorced,basic.9y,jun,190
30,entrepreneur,married,university.degree,jun,204
41,admin.,married,basic.9y,jun,85
25,admin.,single,high.school,jun,1243
47,blue-collar,married,basic.4y,jun,130
54,blue-collar,divorced,unknown,jun,339
36,services,married,high.school,jun,316
33,entrepreneur,married,university.degree,jun,166
34,technician,married,professional.course,jun,168
36,technician,married,professional.course,jun,247
57,technician,married,basic.4y,jun,243
37,technician,single,high.school,jun,227
38,admin.,married,university.degree,jun,153
41,admin.,married,professional.course,jun,122
53,blue-collar,married,basic.6y,jun,232
39,unemployed,single,basic.6y,jun,238
47,blue-collar,married,basic.4y,jun,211
33,blue-collar,married,basic.9y,jun,111
34,admin.,single,high.school,jun,161
32,admin.,single,university.degree,jun,188
33,technician,married,university.degree,jun,67
38,admin.,married,university.degree,jun,361
48,blue-collar,married,basic.9y,jun,454
48,blue-collar,married,high.school,jun,700
30,services,married,university.degree,jun,83
36,admin.,single,university.degree,jun,247
45,blue-collar,married,basic.6y,jun,252
60,admin.,married,university.degree,jun,62
32,self-employed,divorced,university.degree,jun,559
33,admin.,married,university.degree,jun,190
35,admin.,single,high.school,jun,10
48,admin.,married,high.school,jun,189
29,admin.,single,university.degree,jun,109
46,admin.,married,high.school,jun,148
45,blue-collar,married,basic.4y,jun,107
35,unemployed,married,university.degree,jun,82
30,technician,single,university.degree,jun,405
44,blue-collar,married,basic.9y,jun,103
32,unemployed,married,basic.9y,jun,143
27,blue-collar,single,basic.9y,jun,61
46,admin.,married,professional.course,jun,424
29,blue-collar,married,high.school,jun,140
39,management,married,university.degree,jun,157
34,blue-collar,married,basic.9y,jun,157
34,blue-collar,married,basic.4y,jun,110
39,admin.,married,university.degree,jun,69
35,entrepreneur,married,university.degree,jun,513
50,blue-collar,divorced,basic.4y,jun,241
38,admin.,married,university.degree,jun,757
32,technician,single,high.school,jun,68
32,technician,married,professional.course,jun,171
38,blue-collar,married,professional.course,jun,182
49,admin.,married,basic.9y,jun,270
38,technician,married,basic.6y,jun,172
28,admin.,single,unknown,jun,177
33,technician,married,high.school,jun,119
37,technician,single,professional.course,jun,75
41,services,divorced,basic.9y,jun,192
41,admin.,divorced,high.school,jun,686
40,blue-collar,married,basic.6y,jun,104
31,blue-collar,single,high.school,jun,325
41,services,married,high.school,jun,33
34,entrepreneur,single,professional.course,jun,144
48,services,married,high.school,jun,57
52,technician,divorced,university.degree,jun,184
47,blue-collar,married,basic.9y,jun,109
50,housemaid,single,unknown,jun,741
40,admin.,single,high.school,jun,349
38,admin.,divorced,high.school,jun,100
47,services,married,high.school,jun,87
34,blue-collar,married,basic.9y,jun,95
35,entrepreneur,married,basic.6y,jun,114
33,blue-collar,single,basic.9y,jun,109
37,management,married,university.degree,jun,1323
52,blue-collar,married,basic.4y,jun,186
29,admin.,divorced,university.degree,jun,187
47,entrepreneur,married,university.degree,jun,580
39,services,divorced,high.school,jun,81
52,unknown,married,basic.4y,jun,253
41,blue-collar,married,basic.6y,jun,75
39,blue-collar,married,basic.6y,jun,144
35,blue-collar,divorced,basic.9y,jun,276
49,retired,married,basic.4y,jun,93
32,admin.,divorced,university.degree,jun,106
47,technician,single,professional.course,jun,90
28,admin.,single,university.degree,jun,78
40,blue-collar,single,basic.9y,jun,55
59,admin.,married,high.school,jun,204
50,technician,divorced,professional.course,jun,408
32,blue-collar,married,basic.6y,jun,147
38,admin.,single,high.school,jun,287
34,management,married,university.degree,jun,84
41,blue-collar,married,basic.9y,jun,119
51,blue-collar,divorced,basic.4y,jun,133
31,blue-collar,married,basic.9y,jun,195
28,admin.,married,high.school,jun,108
40,technician,married,professional.course,jun,92
50,blue-collar,single,basic.9y,jun,264
56,housemaid,divorced,basic.4y,jun,123
45,admin.,married,basic.9y,jun,73
34,admin.,married,university.degree,jun,146
34,blue-collar,married,basic.9y,jun,206
54,entrepreneur,married,university.degree,jun,100
32,blue-collar,married,basic.9y,jun,452
36,blue-collar,single,basic.6y,jun,163
40,blue-collar,married,unknown,jun,69
25,technician,single,university.degree,jun,35
52,blue-collar,married,unknown,jun,215
44,management,divorced,university.degree,jun,96
52,services,married,university.degree,jun,119
34,entrepreneur,married,university.degree,jun,265
40,technician,married,professional.course,jun,60
31,blue-collar,married,basic.9y,jun,179
45,entrepreneur,single,university.degree,jun,162
46,management,married,basic.4y,jun,227
33,blue-collar,married,basic.4y,jun,41
36,technician,married,university.degree,jun,1093
40,admin.,single,university.degree,jun,270
43,blue-collar,married,basic.9y,jun,1395
35,student,single,university.degree,jun,178
32,services,single,high.school,jun,223
56,blue-collar,single,basic.6y,jun,35
28,blue-collar,married,basic.9y,jun,210
43,admin.,married,high.school,jun,193
38,entrepreneur,married,basic.4y,jun,822
41,unemployed,divorced,high.school,jun,163
53,entrepreneur,married,basic.4y,jun,339
32,blue-collar,married,high.school,jun,140
30,technician,married,university.degree,jun,71
40,blue-collar,married,basic.4y,jun,1238
47,services,married,unknown,jun,32
52,blue-collar,married,basic.4y,jun,116
59,blue-collar,married,basic.4y,jun,64
33,admin.,married,university.degree,jun,77
29,admin.,single,university.degree,jun,73
56,services,divorced,basic.4y,jun,42
52,admin.,divorced,high.school,jun,24
46,unknown,married,basic.4y,jun,25
37,admin.,divorced,university.degree,jun,147
33,blue-collar,married,basic.9y,jun,145
57,services,divorced,high.school,jun,80
60,management,married,unknown,jun,35
36,admin.,married,university.degree,jun,141
34,blue-collar,married,basic.9y,jun,263
38,admin.,married,high.school,jun,123
31,blue-collar,married,basic.9y,jun,208
25,student,single,high.school,jun,100
42,technician,married,university.degree,jun,91
29,admin.,single,basic.9y,jun,1298
41,blue-collar,married,basic.9y,jun,644
44,technician,divorced,professional.course,jun,289
43,self-employed,married,basic.9y,jun,1089
51,management,married,basic.4y,jun,124
29,admin.,single,university.degree,jun,157
33,self-employed,single,university.degree,jun,226
34,entrepreneur,single,professional.course,jun,136
53,admin.,married,university.degree,jun,541
41,unknown,single,unknown,jun,242
52,blue-collar,married,basic.4y,jun,50
44,management,divorced,basic.9y,jun,73
38,technician,married,professional.course,jun,250
26,technician,married,professional.course,jun,181
30,blue-collar,married,high.school,jun,32
41,technician,married,professional.course,jun,235
40,blue-collar,single,basic.9y,jun,121
57,technician,married,basic.9y,jun,215
35,admin.,single,university.degree,jun,320
41,technician,single,university.degree,jun,382
53,unknown,married,high.school,jun,244
40,housemaid,married,basic.4y,jun,286
26,admin.,married,high.school,jun,1021
45,blue-collar,married,basic.9y,jun,167
31,entrepreneur,single,basic.9y,jun,1248
32,admin.,single,university.degree,jun,179
29,blue-collar,single,high.school,jun,203
28,blue-collar,married,basic.6y,jun,273
27,blue-collar,single,basic.9y,jun,209
32,blue-collar,married,basic.9y,jun,39
52,blue-collar,married,basic.4y,jun,162
46,admin.,single,high.school,jun,418
37,entrepreneur,single,university.degree,jun,348
36,management,married,university.degree,jun,135
28,student,single,high.school,jun,131
52,blue-collar,married,basic.9y,jun,401
30,technician,divorced,professional.course,jun,332
29,technician,single,university.degree,jun,78
55,housemaid,married,professional.course,jun,394
45,blue-collar,divorced,basic.9y,jun,287
24,unemployed,married,university.degree,jun,266
43,technician,single,high.school,jun,153
46,technician,married,high.school,jun,500
24,services,married,high.school,jun,298
38,blue-collar,single,basic.9y,jun,101
56,services,divorced,high.school,jun,13
41,blue-collar,divorced,basic.6y,jun,66
35,admin.,married,professional.course,jun,62
45,management,married,unknown,jun,73
26,admin.,divorced,high.school,jun,50
53,blue-collar,divorced,basic.4y,jun,57
53,blue-collar,divorced,basic.4y,jun,193
37,admin.,married,high.school,jun,599
52,entrepreneur,married,university.degree,jun,92
35,blue-collar,divorced,basic.9y,jun,52
48,blue-collar,married,basic.4y,jun,92
41,blue-collar,divorced,basic.9y,jun,294
36,admin.,single,university.degree,jun,99
44,unknown,single,basic.9y,jun,76
31,blue-collar,divorced,high.school,jun,27
26,blue-collar,single,basic.4y,jun,41
34,technician,married,professional.course,jun,191
45,admin.,married,high.school,jun,523
39,admin.,single,high.school,jun,358
51,blue-collar,married,basic.9y,jun,254
50,blue-collar,divorced,basic.4y,jun,46
40,blue-collar,married,basic.9y,jun,112
43,blue-collar,married,basic.6y,jun,51
29,admin.,single,university.degree,jun,359
42,blue-collar,married,basic.9y,jun,88
30,technician,single,university.degree,jun,342
40,entrepreneur,married,high.school,jun,78
34,services,married,high.school,jun,76
39,management,married,university.degree,jun,721
60,management,divorced,university.degree,jun,420
30,services,single,unknown,jun,163
35,services,single,high.school,jun,41
34,technician,divorced,professional.course,jun,442
35,admin.,divorced,university.degree,jun,41
52,entrepreneur,married,basic.4y,jun,535
60,retired,married,basic.4y,jun,155
25,self-employed,single,university.degree,jun,178
35,admin.,single,high.school,jun,36
40,services,single,high.school,jun,20
35,admin.,divorced,high.school,jun,15
58,unemployed,single,basic.4y,jun,170
37,technician,married,basic.6y,jun,87
42,blue-collar,married,basic.6y,jun,298
32,services,married,high.school,jun,244
31,blue-collar,single,high.school,jun,750
30,technician,married,professional.course,jun,169
47,unknown,married,unknown,jun,139
34,admin.,married,university.degree,jun,14
29,admin.,married,university.degree,jun,81
28,services,married,unknown,jun,220
50,services,single,high.school,jun,162
25,unemployed,single,high.school,jun,53
35,technician,married,university.degree,jun,131
34,blue-collar,married,basic.9y,jun,18
24,blue-collar,married,basic.9y,jun,607
52,retired,divorced,basic.4y,jun,111
59,retired,married,basic.4y,jun,216
26,blue-collar,married,basic.9y,jun,102
55,blue-collar,married,basic.4y,jun,431
31,blue-collar,married,basic.9y,jun,19
37,technician,single,high.school,jun,394
36,management,single,university.degree,jun,301
54,technician,married,university.degree,jun,71
24,services,single,high.school,jun,341
53,technician,married,professional.course,jun,54
28,admin.,married,university.degree,jun,406
32,technician,married,professional.course,jun,226
57,services,divorced,high.school,jun,168
48,technician,married,high.school,jun,221
34,admin.,married,university.degree,jun,703
48,unemployed,divorced,basic.4y,jun,119
39,services,single,high.school,jun,126
33,admin.,married,high.school,jun,314
37,technician,single,university.degree,jun,182
32,blue-collar,married,high.school,jun,353
42,admin.,single,high.school,jun,362
34,blue-collar,married,basic.6y,jun,75
35,admin.,married,high.school,jun,142
47,blue-collar,married,basic.9y,jun,146
42,housemaid,married,unknown,jun,345
57,management,married,university.degree,jun,103
44,blue-collar,married,basic.4y,jun,17
47,blue-collar,married,basic.4y,jun,2769
49,management,married,high.school,jun,26
30,blue-collar,married,basic.9y,jun,141
41,blue-collar,married,basic.9y,jun,14
32,blue-collar,divorced,basic.9y,jun,1009
39,entrepreneur,married,high.school,jun,440
36,blue-collar,single,university.degree,jun,323
30,technician,divorced,professional.course,jun,80
40,blue-collar,married,basic.9y,jun,154
38,blue-collar,single,basic.6y,jun,97
51,admin.,married,high.school,jun,368
55,management,married,university.degree,jun,303
36,admin.,married,university.degree,jun,375
54,technician,married,high.school,jun,77
32,student,single,university.degree,jun,295
29,blue-collar,single,high.school,jun,335
52,entrepreneur,divorced,basic.4y,jun,69
55,admin.,divorced,university.degree,jun,143
41,technician,married,university.degree,jun,153
39,technician,married,professional.course,jun,83
36,blue-collar,single,basic.6y,jun,214
44,services,divorced,high.school,jun,118
37,admin.,married,high.school,jun,638
36,technician,married,professional.course,jun,78
34,services,married,high.school,jun,222
50,technician,married,professional.course,jun,78
34,blue-collar,married,professional.course,jun,260
34,admin.,married,university.degree,jun,150
36,services,married,high.school,jun,49
52,management,divorced,high.school,jun,62
45,blue-collar,divorced,basic.4y,jun,100
37,blue-collar,married,high.school,jun,138
38,blue-collar,divorced,high.school,jun,329
37,blue-collar,single,basic.9y,jun,338
37,blue-collar,married,basic.9y,jun,331
30,technician,divorced,high.school,jun,131
48,services,divorced,basic.6y,jun,319
43,technician,single,professional.course,jun,315
31,services,married,high.school,jun,37
32,technician,single,university.degree,jun,45
35,blue-collar,married,basic.9y,jun,33
37,blue-collar,single,high.school,jun,117
29,blue-collar,married,basic.9y,jun,170
43,admin.,married,university.degree,jun,104
31,admin.,divorced,high.school,jun,287
37,technician,single,university.degree,jun,43
54,services,married,unknown,jun,345
47,blue-collar,married,basic.4y,jun,168
39,blue-collar,married,basic.9y,jun,110
59,retired,single,high.school,jun,193
57,technician,divorced,university.degree,jun,187
46,admin.,single,university.degree,jun,198
42,blue-collar,divorced,high.school,jun,256
39,self-employed,married,basic.9y,jun,145
47,entrepreneur,married,professional.course,jun,78
50,admin.,married,high.school,jun,285
26,technician,single,professional.course,jun,160
50,admin.,married,high.school,jun,442
54,management,divorced,university.degree,jun,183
46,housemaid,married,basic.4y,jun,166
34,admin.,married,high.school,jun,83
43,blue-collar,married,basic.9y,jun,128
31,services,single,university.degree,jun,57
25,student,single,high.school,jun,173
36,blue-collar,single,basic.9y,jun,145
53,admin.,married,basic.9y,jun,116
55,technician,married,university.degree,jun,126
51,blue-collar,married,basic.4y,jun,83
39,blue-collar,married,basic.6y,jun,196
31,admin.,divorced,high.school,jun,68
41,admin.,married,university.degree,jun,75
38,blue-collar,single,basic.4y,jun,123
28,blue-collar,single,basic.9y,jun,138
44,technician,married,basic.6y,jun,98
50,services,single,basic.4y,jun,355
47,services,divorced,high.school,jun,115
33,blue-collar,single,basic.4y,jun,147
36,technician,married,professional.course,jun,133
30,blue-collar,divorced,basic.9y,jun,134
34,admin.,single,high.school,jun,60
35,entrepreneur,married,basic.6y,jun,147
37,technician,married,professional.course,jun,296
31,blue-collar,married,professional.course,jun,70
53,blue-collar,married,basic.4y,jun,527
49,blue-collar,married,basic.9y,jun,156
47,services,married,high.school,jun,187
55,admin.,married,high.school,jun,269
48,admin.,married,high.school,jun,306
38,admin.,single,university.degree,jun,556
29,admin.,single,university.degree,jun,71
54,admin.,married,university.degree,jun,483
53,services,unknown,unknown,jun,382
36,blue-collar,married,basic.4y,jun,881
32,blue-collar,married,basic.6y,jun,404
24,blue-collar,married,basic.9y,jun,218
27,blue-collar,married,basic.9y,jun,121
28,admin.,married,high.school,jun,98
37,self-employed,married,basic.9y,jun,243
36,technician,married,university.degree,jun,181
40,admin.,single,university.degree,jun,99
27,self-employed,single,university.degree,jun,139
25,blue-collar,married,basic.9y,jun,71
42,services,married,high.school,jun,214
36,services,divorced,university.degree,jun,198
39,unemployed,married,university.degree,jun,132
32,self-employed,married,professional.course,jun,129
30,technician,married,high.school,jun,491
32,blue-collar,married,basic.4y,jun,135
34,admin.,married,university.degree,jun,72
30,blue-collar,single,basic.4y,jun,285
50,management,single,university.degree,jun,255
54,blue-collar,married,basic.9y,jun,72
47,housemaid,single,basic.4y,jun,241
32,self-employed,married,professional.course,jun,705
56,technician,married,professional.course,jun,134
30,admin.,single,high.school,jun,483
34,admin.,single,high.school,jun,423
38,admin.,married,university.degree,jun,43
49,admin.,divorced,university.degree,jun,23
35,technician,single,university.degree,jun,48
45,blue-collar,single,basic.4y,jun,254
32,unemployed,single,high.school,jun,34
47,blue-collar,married,basic.6y,jun,388
36,technician,married,university.degree,jun,107
50,management,married,high.school,jun,135
50,technician,married,professional.course,jun,61
25,technician,married,high.school,jun,157
37,blue-collar,single,basic.6y,jun,82
31,blue-collar,married,basic.6y,jun,105
38,admin.,single,basic.9y,jun,98
45,technician,married,university.degree,jun,189
36,unemployed,married,high.school,jun,652
38,technician,single,university.degree,jun,206
36,blue-collar,married,basic.9y,jun,174
36,blue-collar,married,basic.9y,jun,30
53,management,married,university.degree,jun,68
45,admin.,married,high.school,jun,174
34,management,married,university.degree,jun,150
47,blue-collar,married,basic.9y,jun,123
49,blue-collar,married,basic.9y,jun,64
31,technician,single,university.degree,jun,91
38,management,married,high.school,jun,77
57,retired,single,professional.course,jun,78
49,blue-collar,married,basic.9y,jun,79
51,blue-collar,married,basic.4y,jun,85
39,admin.,divorced,high.school,jun,139
54,management,married,university.degree,jun,89
52,services,married,high.school,jun,168
46,blue-collar,married,university.degree,jun,436
41,technician,married,university.degree,jun,88
40,admin.,married,high.school,jun,43
38,blue-collar,married,basic.9y,jun,156
37,blue-collar,married,high.school,jun,171
31,services,married,high.school,jun,157
48,blue-collar,married,basic.6y,jun,130
44,technician,divorced,professional.course,jun,50
36,technician,single,university.degree,jun,49
32,self-employed,married,basic.9y,jun,120
27,entrepreneur,single,university.degree,jun,259
35,blue-collar,married,basic.9y,jun,79
33,blue-collar,married,basic.9y,jun,321
37,technician,married,professional.course,jun,192
36,technician,married,high.school,jun,128
39,blue-collar,married,basic.6y,jun,108
33,entrepreneur,married,university.degree,jun,187
45,unknown,married,unknown,jun,164
30,blue-collar,married,basic.6y,jun,67
44,technician,single,unknown,jun,445
42,blue-collar,married,basic.9y,jun,41
32,management,single,university.degree,jun,344
37,admin.,married,high.school,jun,167
39,unemployed,married,basic.9y,jun,605
42,blue-collar,divorced,high.school,jun,226
30,technician,single,university.degree,jun,179
33,unemployed,divorced,professional.course,jun,353
39,blue-collar,married,basic.9y,jun,34
43,technician,married,professional.course,jun,161
56,housemaid,divorced,basic.4y,jun,77
38,admin.,married,university.degree,jun,346
51,blue-collar,married,basic.4y,jun,781
44,admin.,divorced,high.school,jun,81
36,management,married,university.degree,jun,269
41,services,married,high.school,jun,31
39,student,single,unknown,jun,367
32,technician,married,professional.course,jun,229
49,admin.,single,unknown,jun,479
47,admin.,married,university.degree,jun,24
33,blue-collar,married,basic.9y,jun,16
47,technician,married,professional.course,jun,88
37,blue-collar,married,basic.6y,jun,714
45,admin.,divorced,university.degree,jun,205
38,blue-collar,married,professional.course,jun,291
57,housemaid,married,basic.6y,jun,986
57,self-employed,married,unknown,jun,279
31,admin.,married,high.school,jun,166
35,blue-collar,married,basic.6y,jun,92
58,retired,married,basic.4y,jun,254
57,management,divorced,university.degree,jun,236
30,technician,single,professional.course,jun,19
50,admin.,married,university.degree,jun,93
43,unemployed,married,basic.9y,jun,200
33,technician,married,university.degree,jun,176
32,admin.,single,university.degree,jun,1162
28,entrepreneur,married,basic.9y,jun,1848
30,self-employed,single,university.degree,jun,74
37,management,married,university.degree,jun,490
50,services,divorced,high.school,jun,291
31,blue-collar,married,basic.9y,jun,1051
27,housemaid,married,basic.9y,jun,614
35,services,single,high.school,jun,437
22,student,single,high.school,jun,1199
50,blue-collar,married,basic.4y,jun,209
37,technician,married,high.school,jun,115
25,unemployed,single,high.school,jun,292
40,admin.,married,university.degree,jun,370
57,management,married,university.degree,jun,412
50,blue-collar,divorced,basic.9y,jun,108
43,admin.,single,high.school,jun,495
60,self-employed,married,professional.course,jun,247
44,technician,married,professional.course,jun,57
33,services,married,high.school,jun,1345
55,retired,married,professional.course,jun,107
45,blue-collar,married,basic.6y,jun,171
